time,is_openpilot_engaged,target position,LeadingVPosition,currentspeed,currentVelocity,current_Steer,old_Steer,steer_rate_limit,leftLaneProb,rightLaneProb,desiredPathProb,HasLead,DistanceToLead,specifyCruise,awarenessStatus
03:14:00,False,"Location(x=-514.229675, y=177.520950, z=0.001621)","Location(x=-514.451477, y=197.199295, z=0.001721)",0,"Vector3D(x=0.000000, y=0.000000, z=0.000000)",0,0,0.5,0,0,0,False,19.679594039917,cruise,0
03:14:01,False,"Location(x=-514.229675, y=177.520950, z=0.001621)","Location(x=-514.499756, y=199.004562, z=0.001524)",0,"Vector3D(x=0.000000, y=0.000000, z=0.000000)",0,0,0.5,0,0,0,False,21.4853096008301,cruise,1
03:14:03,False,"Location(x=-514.229675, y=177.520950, z=0.001621)","Location(x=-514.715637, y=206.985031, z=0.001691)",0,"Vector3D(x=0.000000, y=0.000000, z=0.000000)",0,0,0.5,0,0,0,False,29.4680881500244,cruise,1
03:14:04,True,"Location(x=-514.229675, y=177.520950, z=0.001681)","Location(x=-515.045288, y=218.703339, z=0.001730)",0.000103243720328,"Vector3D(x=0.000000, y=-0.000000, z=0.000046)",0.393,0.393,0.5,0.219,0.313,0.202,False,41.1904640197754,cruise,1
03:14:06,True,"Location(x=-514.229736, y=177.529617, z=0.001671)","Location(x=-515.338928, y=230.004471, z=0.001753)",0.928469265804677,"Vector3D(x=-0.002486, y=0.415055, z=0.000444)",0.365,0.393,0.5,0.24,0.341,0.278,False,52.4865760803223,cruise,1
03:14:07,True,"Location(x=-514.246033, y=179.890762, z=0.001708)","Location(x=-515.437744, y=242.201263, z=0.001770)",5.50526283706869,"Vector3D(x=-0.021501, y=2.460975, z=-0.000109)",-2.398,-2.42,0.5,0.28,0.39,0.46,True,62.3218955993652,cruise,1
03:14:08,True,"Location(x=-514.290039, y=184.081696, z=0.001616)","Location(x=-514.689392, y=257.869354, z=0.001811)",8.73070533427014,"Vector3D(x=-0.048662, y=3.902665, z=-0.000312)",-2.452,-2.473,0.5,0.41,0.517,0.553,True,73.7887420654297,cruise,1
03:14:09,True,"Location(x=-514.365417, y=189.250290, z=0.001829)","Location(x=-512.872864, y=271.989807, z=0.001832)",11.2979258613604,"Vector3D(x=-0.088419, y=5.049842, z=0.002284)",-3.196,-3.21,0.5,0.499,0.595,0.507,False,82.7529754638672,cruise,1
03:14:10,True,"Location(x=-514.496033, y=195.638504, z=0.001766)","Location(x=-510.045837, y=285.787079, z=0.001833)",13.8364473941998,"Vector3D(x=-0.142933, y=6.183784, z=-0.000002)",-1.694,-1.707,0.5,0.613,0.664,0.799,False,90.2583541870117,cruise,1
03:14:11,True,"Location(x=-514.678345, y=203.272949, z=0.001764)","Location(x=-506.267883, y=299.264893, z=0.001833)",16.3756235737851,"Vector3D(x=-0.177863, y=7.318386, z=-0.000000)",0.075,0.074,0.5,0.774,0.792,0.953,False,96.3596878051758,cruise,1
03:14:13,True,"Location(x=-514.911804, y=213.032104, z=0.001764)","Location(x=-501.077301, y=313.595673, z=0.001833)",19.0974565687789,"Vector3D(x=-0.193612, y=8.535117, z=0.000001)",0.979,1.089,0.5,0.857,0.863,0.98,False,101.510711669922,cruise,1
03:14:14,True,"Location(x=-515.114075, y=222.996811, z=0.001763)","Location(x=-495.525543, y=325.988983, z=0.001833)",21.5417701360632,"Vector3D(x=-0.158548, y=9.628712, z=0.000000)",2.919,2.931,0.5,0.859,0.909,0.987,False,104.838439941406,cruise,1
03:14:15,True,"Location(x=-515.214111, y=235.726074, z=0.001762)","Location(x=-488.235016, y=339.497528, z=0.001833)",24.2575631433467,"Vector3D(x=0.041491, y=10.844004, z=-0.000001)",7.038,7.05,0.5,0.94,0.861,0.992,False,107.221206665039,cruise,1
