time,is_openpilot_engaged,target position,LeadingVPosition,currentspeed,currentVelocity,current_Steer,old_Steer,steer_rate_limit,leftLaneProb,rightLaneProb,desiredPathProb,HasLead,DistanceToLead,specifyCruise,awarenessStatus
03:20:49,False,"Location(x=-514.229675, y=177.520950, z=0.001382)","Location(x=-514.451782, y=197.199280, z=0.001658)",0,"Vector3D(x=0.000000, y=0.000000, z=0.000000)",0,0,0.5,0,0,0,False,19.6795825958252,cruise,0
03:20:51,False,"Location(x=-514.229675, y=177.520950, z=0.001382)","Location(x=-514.497498, y=198.911301, z=0.001508)",0,"Vector3D(x=0.000000, y=0.000000, z=0.000000)",0,0,0.5,0,0,0,False,21.3920269012451,cruise,1
03:20:53,True,"Location(x=-514.229675, y=177.520950, z=0.001382)","Location(x=-514.720093, y=207.123642, z=0.001665)",0,"Vector3D(x=0.000000, y=0.000000, z=0.000000)",0,0,0.5,0,0,0,False,29.6067543029785,cruise,1
03:20:54,True,"Location(x=-514.229675, y=177.520950, z=0.001714)","Location(x=-515.084595, y=220.110168, z=0.001706)",0.002263876559712,"Vector3D(x=-0.000000, y=-0.000000, z=0.001012)",0.394,0.394,0.5,0.302,0.378,0.493,False,42.5977973937988,cruise,1
03:20:55,True,"Location(x=-514.229675, y=177.520950, z=0.001776)","Location(x=-515.369751, y=231.628387, z=0.001729)",0.00073544507002,"Vector3D(x=-0.000000, y=-0.000000, z=0.000329)",0.395,0.395,0.5,0.273,0.36,0.495,False,54.1194458007813,cruise,1
03:20:57,True,"Location(x=-514.235718, y=178.437393, z=0.001523)","Location(x=-515.394653, y=244.866440, z=0.001747)",5.36120803479311,"Vector3D(x=-0.018252, y=2.396601, z=0.000154)",-2.273,-2.051,0.5,0.277,0.291,0.487,True,66.4391555786133,cruise,1
03:20:58,True,"Location(x=-514.265198, y=181.471329, z=0.001678)","Location(x=-514.560913, y=259.205261, z=0.001788)",6.96934917856652,"Vector3D(x=-0.036625, y=3.115357, z=0.000289)",-2.796,-2.84,0.5,0.519,0.611,0.771,False,77.7344970703125,cruise,1
03:20:59,True,"Location(x=-514.317383, y=185.539352, z=0.001660)","Location(x=-512.752075, y=272.678741, z=0.001805)",9.4966531743047,"Vector3D(x=-0.061387, y=4.244933, z=0.001591)",-2.287,-2.16,0.5,0.562,0.695,0.608,False,87.1534423828125,cruise,1
03:21:00,True,"Location(x=-514.409729, y=191.059631, z=0.001805)","Location(x=-509.853790, y=286.577759, z=0.001806)",12.0214950790551,"Vector3D(x=-0.103247, y=5.373088, z=-0.000246)",-2.339,-2.321,0.5,0.632,0.737,0.783,False,95.6267242431641,cruise,1
03:21:01,True,"Location(x=-514.548218, y=197.574371, z=0.001765)","Location(x=-506.150848, y=299.643372, z=0.001806)",14.5351588601764,"Vector3D(x=-0.152678, y=6.495993, z=-0.000001)",-1.581,-1.597,0.5,0.742,0.832,0.896,False,102.413848876953,cruise,1
03:21:02,True,"Location(x=-514.740173, y=205.356857, z=0.001764)","Location(x=-501.507874, y=312.531647, z=0.001806)",16.9575398125517,"Vector3D(x=-0.191679, y=7.578262, z=-0.000002)",-0.174,-0.175,0.5,0.798,0.912,0.975,False,107.988563537598,cruise,1
03:21:03,True,"Location(x=-514.970825, y=214.731827, z=0.001766)","Location(x=-495.742065, y=325.550232, z=0.001806)",19.4887762345314,"Vector3D(x=-0.198365, y=8.709990, z=0.000001)",1.348,1.532,0.5,0.9,0.935,0.993,False,112.474281311035,cruise,1
